Recency,Frequency,Monetary,Returns,CustomerID,Country
18,75,1254.48,2,14049,United Kingdom
39,69.75,175.77,0,16043,United Kingdom
109,41.8,207.12,0,15812,United Kingdom
213,52.5,41.76,0,13837,United Kingdom
319,0,13.58,0,17118,United Kingdom
244,24.33333333,10.32,0,14616,United Kingdom
51,66.75,97.67,1,14233,United Kingdom
19,74.5,296.18,1,17075,United Kingdom
220,32.66666667,328.94,1,16714,United Kingdom
3,10.82142857,1578.79,13,13098,United Kingdom
80,39.33333333,404.25,1,17027,United Kingdom
319,0,98.3,0,12591,Italy
87,115.5,152.94,0,17786,United Kingdom
319,0,94.05,1,16124,United Kingdom
38,55.8,628.22,0,16409,United Kingdom
153,82.5,28.05,0,13754,United Kingdom
38,55.8,265.55,0,15227,United Kingdom
24,73.25,194.36,3,12997,United Kingdom
48,16.33333333,180.84,3,15215,United Kingdom
51,44.33333333,266.32,1,16918,United Kingdom
68,83,107.92,0,16882,United Kingdom
206,56,398.38,3,14442,Channel Islands
10,102.3333333,270.28,1,16496,United Kingdom
318,0,242.44,0,12764,Lebanon
80,119,168.45,0,17311,United Kingdom
2,39.125,484,0,15910,United Kingdom
5,51.83333333,383.8,1,16949,United Kingdom
70,61.75,209.93,0,14970,United Kingdom
12,33.55555556,1046.87,3,14701,United Kingdom
35,70.25,190.61,1,12645,Germany
189,64,133.57,1,12468,Germany
32,25.81818182,357.93,0,16767,United Kingdom
44,38.57142857,179.21,2,14738,United Kingdom
26,145.5,88.35,1,17540,United Kingdom
45,24.36363636,403.95,2,14239,United Kingdom
31,71.25,436.19,1,18125,United Kingdom
318,0,31.92,0,13328,United Kingdom
79,79.33333333,377.68,1,15549,United Kingdom
24,48.66666667,54.53,2,15864,United Kingdom
30,71.5,399.88,0,14662,United Kingdom
58,64.5,242.2,2,17180,United Kingdom
277,20,89.79,0,15057,United Kingdom
317,0,57.2,0,12574,France
94,74.33333333,107.08,0,13330,United Kingdom
68,20.58333333,426.33,4,13552,United Kingdom
136,30,331.54,3,12853,United Kingdom
45,38.57142857,186.91,0,13538,United Kingdom
116,66.66666667,467.56,2,16755,United Kingdom
131,62,106.26,2,14133,United Kingdom
3,14.52380952,1047.83,7,16523,United Kingdom
10,33.66666667,743.19,3,14659,United Kingdom
86,45.8,297.33,1,13141,United Kingdom
28,41.14285714,352.08,2,15365,United Kingdom
269,24,214.24,0,13707,United Kingdom
5,23.69230769,1193.16,4,13709,United Kingdom
16,150,136.27,0,17329,United Kingdom
17,74.25,272.98,0,14805,United Kingdom
301,7,188.69,1,16897,United Kingdom
70,122.5,206.38,0,15579,United Kingdom
21,48.33333333,296.08,0,14595,United Kingdom
315,0,38.9,0,13161,United Kingdom
315,0,83.79,0,15415,United Kingdom
315,0,84.33,0,17431,United Kingdom
18,59,600.84,1,17463,United Kingdom
21,26.27272727,1484.48,3,14502,United Kingdom
11,50.33333333,504.89,2,12528,Germany
314,0,100.18,0,15448,United Kingdom
26,35.5,322.01,3,17314,United Kingdom
42,67.75,107.1,0,17373,United Kingdom
14,74.5,398.12,0,18145,United Kingdom
19,73.5,248.27,0,14467,United Kingdom
178,68,1.25,2,12908,United Kingdom
10,17.41176471,629.43,1,15144,United Kingdom
53,23.36363636,115.34,2,14776,United Kingdom
314,0,16.1,1,16403,United Kingdom
14,32.88888889,509.25,0,16407,United Kingdom
314,0,138.88,0,17619,United Kingdom
21,48.33333333,175.47,1,12778,Netherlands
109,102,39.17,0,17256,United Kingdom
219,47,159.66,0,17604,United Kingdom
117,65.33333333,71.12,0,14006,United Kingdom
314,0,58.22,0,13600,United Kingdom
27,25.81818182,790.51,0,15058,United Kingdom
24,72,258.47,2,17147,United Kingdom
5,15,476.42,2,13881,United Kingdom
35,69.5,213.49,0,16612,United Kingdom
0,0,0,0,0,0
313,0,21.31,0,17356,United Kingdom
24,46.16666667,1314.96,3,12477,Germany
61,50.2,750.37,0,12836,United Kingdom
25,96,53.26,1,13939,United Kingdom
88,12.82352941,686.3,1,16745,United Kingdom
31,94,97.56,0,13606,United Kingdom
313,0,65.97,0,13494,United Kingdom
313,0,56.95,1,12929,United Kingdom
114,32.83333333,220.11,1,16419,United Kingdom
247,32.5,92.56,1,17035,United Kingdom
28,47.16666667,178.66,0,15203,United Kingdom
54,51.4,293.16,0,16515,United Kingdom
313,0,64.15,0,12373,Austria
201,37,275.54,0,18202,United Kingdom
19,58.4,256.12,1,12775,Netherlands
313,0,179.9,0,14549,United Kingdom
27,35.5,214.15,0,15981,United Kingdom
47,88.33333333,802.32,0,16110,United Kingdom
72,120,82.9,0,17376,United Kingdom
33,39.57142857,686.78,1,13110,United Kingdom
268,22,14.6,1,16716,United Kingdom
26,47.33333333,316.27,0,12676,Sweden
313,0,8.95,1,15940,United Kingdom
19,24.16666667,81.39,0,15971,United Kingdom
62,49.8,389.55,2,14665,United Kingdom
312,0,5.02,0,14457,United Kingdom
257,18,106.99,1,15589,United Kingdom
312,0,114.45,0,14411,United Kingdom
96,42.8,89.29,0,17560,United Kingdom
312,0,30.74,0,15226,United Kingdom
112,66.66666667,10.63,1,14460,United Kingdom
10,33,400.01,4,16156,United Kingdom
38,45,343.46,0,13728,United Kingdom
124,62,174.22,0,14127,United Kingdom
249,20.66666667,41.45,0,16378,United Kingdom
25,95.33333333,72.11,2,13894,United Kingdom
34,55.2,126.63,0,13824,United Kingdom
312,0,79.92,1,18250,United Kingdom
17,41.71428571,270.34,2,15270,United Kingdom
32,46.16666667,128.38,4,14188,United Kingdom
83,76.33333333,5.23,0,18017,United Kingdom
60,62.5,141.73,0,15421,United Kingdom
178,66.5,6.95,0,17446,United Kingdom
219,30.66666667,154.26,0,12414,Austria
54,85.33333333,17.52,0,14798,United Kingdom
33,92.33333333,26.65,0,12990,United Kingdom
312,0,65.3,0,12350,Norway
12,54.2,354.92,1,16992,United Kingdom
153,39.25,1247.4,3,17337,United Kingdom
304,3.5,11.65,0,16405,United Kingdom
30,30.77777778,472.74,5,17071,United Kingdom
121,63,106.02,1,13873,United Kingdom
241,35,104.69,0,17362,United Kingdom
3,38.125,253.89,2,13394,United Kingdom
97,42.6,944.51,0,12502,Spain
9,14.04761905,47.98,0,16333,United Kingdom
311,0,67.1,0,16030,United Kingdom
28,70.5,536.23,0,14044,United Kingdom
311,0,84.28,0,13800,United Kingdom
52,129.5,366.5,2,17672,United Kingdom
12,37,343.15,0,12464,Belgium
311,0,44.8,0,13581,United Kingdom
11,99.33333333,293.53,0,14540,United Kingdom
87,74,155.22,1,13539,United Kingdom
94,71.66666667,102.35,0,15885,United Kingdom
311,0,129.88,1,14497,United Kingdom
263,23.5,234.23,0,17507,United Kingdom
60,41.33333333,348.43,1,13208,United Kingdom
304,3,14.88,1,17334,United Kingdom
24,23.41666667,1263.66,1,13871,United Kingdom
10,74.5,686.31,1,16938,United Kingdom
237,18,70.88,2,12754,Japan
310,0,164.72,1,12410,Switzerland
13,74,37.85,1,17929,United Kingdom
129,90.5,109.95,0,14778,United Kingdom
310,0,27.92,0,17517,United Kingdom
310,0,54.08,0,17226,United Kingdom
12,36.75,1348.33,1,13137,United Kingdom
51,32,450.95,3,13725,United Kingdom
9,60,173.14,0,13309,United Kingdom
72,119,147.23,0,12842,United Kingdom
220,44.5,28.42,0,16109,United Kingdom
310,0,7.65,0,17291,United Kingdom
310,0,81.92,0,15090,United Kingdom
61,61.75,59.8,0,15199,United Kingdom
59,27.44444444,353.6,0,13911,United Kingdom
6,14.9,1961.24,11,14194,United Kingdom
45,65.75,772.31,4,14842,United Kingdom
308,0,99.95,0,13584,United Kingdom
161,73.5,175.01,0,17105,United Kingdom
308,0,14.35,0,14438,United Kingdom
308,0,82.94,0,12956,United Kingdom
27,93.33333333,79.35,1,15781,United Kingdom
94,23.33333333,458.55,6,14410,United Kingdom
307,0,134.07,0,14600,United Kingdom
16,57.8,198.02,1,17302,United Kingdom
24,19.85714286,825.29,3,17613,United Kingdom
84,74,784.2,0,13334,United Kingdom
156,75.5,99.53,0,13955,United Kingdom
30,30.44444444,398.32,1,17162,United Kingdom
98,51.75,521.64,1,17774,United Kingdom
307,0,85.3,0,13809,Cyprus
35,67.75,596.19,0,15407,United Kingdom
153,51.33333333,119.36,0,15577,United Kingdom
30,39,426.38,1,16332,United Kingdom
307,0,186.07,1,14048,United Kingdom
73,77.33333333,131.26,3,14475,United Kingdom
306,0,45.27,0,17859,United Kingdom
37,53.6,211.6,1,12576,Poland
306,0,0.55,0,15753,United Kingdom
31,38.85714286,185.77,0,12599,France
5,16.22222222,1479.72,4,14562,United Kingdom
136,56.33333333,124.85,1,16951,United Kingdom
151,38.25,15.4,2,16998,United Kingdom
275,15,37.4,0,13133,United Kingdom
306,0,36.25,0,17881,United Kingdom
305,0,57.15,0,15843,United Kingdom
111,64.66666667,107.73,0,17083,United Kingdom
305,0,28.6,0,15970,United Kingdom
13,48.5,160.59,1,13590,United Kingdom
31,136.5,199.53,0,17537,United Kingdom
305,0,48.4,0,12401,Belgium
20,142,290.75,2,12462,Spain
305,0,118.59,0,17843,United Kingdom
304,0,55.48,0,13706,United Kingdom
51,24.9,1872.05,4,17940,United Kingdom
9,41.85714286,1103.64,0,17686,United Kingdom
304,0,79.73,1,14431,United Kingdom
38,53,144.31,1,15809,United Kingdom
304,0,47.43,0,12561,Germany
248,18.66666667,367.67,0,14465,United Kingdom
95,52,58.87,1,18093,United Kingdom
93,34.66666667,216.16,1,16027,United Kingdom
212,45.5,190.55,0,12857,United Kingdom
304,0,87.61,0,16425,United Kingdom
102,67,199.15,1,16842,United Kingdom
3,37.25,519,2,15796,United Kingdom
59,122,63.23,0,14555,United Kingdom
32,26.7,305.96,0,15114,United Kingdom
129,57.66666667,64.15,0,15133,United Kingdom
5,32.66666667,307.7,1,17705,United Kingdom
100,96,853.62,2,18087,United Kingdom
206,48.5,10.8,0,12897,United Kingdom
30,27,205.21,1,17512,United Kingdom
6,74,171.04,0,15550,United Kingdom
33,41.5,71.96,2,14676,United Kingdom
0,0,0,0,0,0
303,0,115.1,0,18159,United Kingdom
224,0,83.05,1,14304,United Kingdom
0,0,0,0,0,0
0,0,0,0,0,0
55,49.2,203.68,0,13875,United Kingdom
33,89.66666667,173.02,2,15406,United Kingdom
18,0,0.29,1,18084,United Kingdom
132,56,224.53,0,17282,United Kingdom
31,38,355.08,0,16434,United Kingdom
98,33.5,878.14,0,17050,United Kingdom
23,92.33333333,186.05,2,13171,United Kingdom
193,35.66666667,372.01,0,17472,United Kingdom
42,129,150.09,0,17255,United Kingdom
301,0,100.54,0,16084,United Kingdom
68,46.2,425.15,0,17667,United Kingdom
136,54.66666667,102.12,1,12507,Spain
52,82.33333333,97.74,0,14631,United Kingdom
33,44.16666667,524.67,1,13381,United Kingdom
300,0,24.58,0,15236,United Kingdom
193,26.5,248.42,0,13475,United Kingdom
300,0,77.57,0,17829,United Arab Emirates
34,43.83333333,208.43,1,13717,United Kingdom
51,62,162.55,1,13157,United Kingdom
70,115,112.88,2,14644,United Kingdom
25,68.5,57.72,0,12993,United Kingdom
52,61.75,824.71,0,17571,United Kingdom
5,48.5,308.92,2,16979,United Kingdom
299,0,1.25,0,16738,United Kingdom
116,60.66666667,266.75,3,15122,United Kingdom
55,40.5,347.8,4,17612,United Kingdom
16,56.4,364.46,0,17348,United Kingdom
299,0,130.2,0,13893,United Kingdom
30,53.4,185.48,0,14035,United Kingdom
32,53,291.15,2,13623,United Kingdom
122,88,276.14,0,14346,United Kingdom
215,28,152.19,0,16431,United Kingdom
97,101,122.25,3,12616,France
121,59,205.58,0,16317,United Kingdom
299,0,26.22,0,14935,Channel Islands
299,0,2.55,1,16073,United Kingdom
21,68.75,18.92,1,14477,United Kingdom
299,0,14.35,1,14760,United Kingdom
9,72,278.71,0,14897,United Kingdom
80,54,236.85,3,15810,United Kingdom
298,0,99.1,0,16509,United Kingdom
298,0,27.2,0,14386,United Kingdom
75,36.83333333,285.6,0,12455,Cyprus
27,44.83333333,897.79,0,14530,United Kingdom
298,0,37.8,0,15670,United Kingdom
150,73.5,111.41,0,12653,Israel
31,66.5,427.44,0,16126,United Kingdom
74,55.5,0.49,0,14609,United Kingdom
135,54,44.17,0,13414,United Kingdom
77,44,38.25,0,12823,United Kingdom
38,32.25,1354.11,3,12352,Norway
73,74.66666667,156.07,0,12372,Denmark
298,0,74.96,0,16494,United Kingdom
66,57.5,86.14,1,14959,United Kingdom
298,0,1.06,0,16148,United Kingdom
18,46.16666667,173.68,4,17422,United Kingdom
46,62.5,257.97,1,17175,United Kingdom
41,31.625,401.63,4,18257,United Kingdom
5,28.7,1048.29,3,12362,Belgium
18,10.38461538,998.54,1,13018,United Kingdom
248,24.5,66.35,0,13718,United Kingdom
16,46.5,735.9,2,15382,United Kingdom
46,125,91.76,0,14754,United Kingdom
297,0,421.01,1,13151,United Kingdom
12,56.6,167.98,0,12654,Germany
159,68.5,88.08,1,13085,United Kingdom
12,40.28571429,166.14,1,15903,United Kingdom
34,52.4,269.2,3,15785,United Kingdom
297,0,50.05,0,18138,United Kingdom
46,125.5,99.44,0,14379,United Kingdom
55,26.44444444,310.43,4,14211,United Kingdom
297,0,15.1,0,14371,United Kingdom
110,62,205.46,0,13425,United Kingdom
296,0,62.05,1,12852,United Kingdom
68,56.75,398.19,1,15228,United Kingdom
11,35.125,287.64,3,13012,United Kingdom
74,55.25,59.36,0,16182,United Kingdom
107,47,19.84,0,13489,United Kingdom
11,56.6,619.5,0,12714,France
39,128.5,34.42,0,13904,United Kingdom
12,47,448.17,2,15755,United Kingdom
296,0,97.65,0,13932,United Kingdom
118,88.5,83.08,0,13799,United Kingdom
178,39,136.08,0,13951,United Kingdom
296,0,8.5,0,16765,United Kingdom
16,15.82352941,587.23,5,18172,United Kingdom
17,55,48.52,1,16566,United Kingdom
187,35.66666667,1.1,0,12891,United Kingdom
35,36.57142857,427.71,0,16466,United Kingdom
11,34.875,669.36,0,16115,United Kingdom
175,59,97.23,0,14162,United Kingdom
105,46.75,213.65,0,13301,United Kingdom
164,43,127.01,0,14803,United Kingdom
97,98.5,122.92,0,13744,United Kingdom
294,0,378.14,0,12988,United Kingdom
17,39.28571429,285.73,2,17323,United Kingdom
293,0,106.81,0,12707,France
83,29.71428571,150.87,0,18094,United Kingdom
52,23.6,244.04,0,15129,United Kingdom
51,80.66666667,140.18,0,17361,United Kingdom
77,72,61.76,1,18155,United Kingdom
72,73.33333333,325.44,1,15321,United Kingdom
39,42,199.94,2,13477,United Kingdom
39,63,788.17,2,15065,United Kingdom
257,18,201.82,0,16980,United Kingdom
166,63,139.12,1,15146,United Kingdom
293,0,377.31,1,12365,Cyprus
26,53.2,68.34,2,13410,United Kingdom
293,0,107.54,0,13044,United Kingdom
69,112,79,0,16441,United Kingdom
39,84,406.35,1,16014,United Kingdom
3,144.5,12.83,0,14520,United Kingdom
123,42,190.5,2,17994,United Kingdom
82,69.66666667,77.23,0,13038,United Kingdom
87,68,168.5,1,17002,United Kingdom
37,50.6,210.28,1,15722,United Kingdom
292,0,53.5,0,16349,United Kingdom
292,0,16.57,0,16913,United Kingdom
292,0,154.95,0,18114,United Kingdom
292,0,119.06,0,15303,United Kingdom
269,5.5,75.34,0,12845,United Kingdom
17,91.33333333,175.56,1,18188,United Kingdom
121,42.25,237.29,0,16045,United Kingdom
86,102.5,157.99,2,16573,United Kingdom
42,124.5,217.2,1,13421,United Kingdom
97,97.5,311.27,0,18196,United Kingdom
25,66.25,399.22,0,13285,United Kingdom
16,27.1,332.93,2,13184,United Kingdom
136,77.5,121.55,0,18151,United Kingdom
32,36.85714286,422.44,0,13804,United Kingdom
291,0,69.53,0,17499,United Kingdom
291,0,29.6,0,15397,United Kingdom
100,63.33333333,142.54,2,14276,United Kingdom
167,61.5,77.29,0,13453,United Kingdom
58,46.2,102.22,4,16394,United Kingdom
12,139.5,56.42,0,17711,United Kingdom
60,57.5,117.07,0,13865,United Kingdom
54,79,634.03,0,16940,United Kingdom
10,46.33333333,251.28,0,14289,United Kingdom
46,122,208.51,0,16208,United Kingdom
23,38.14285714,207.17,4,17063,United Kingdom
16,68.25,247.84,0,13149,United Kingdom
291,0,16.95,0,18068,United Kingdom
6,35.25,171.67,3,15932,United Kingdom
258,16,165.95,0,16692,United Kingdom
0,0,0,0,0,0
291,0,38.08,0,17171,United Kingdom
194,19,466.92,1,18231,United Kingdom
45,34.71428571,486.33,0,14004,United Kingdom
17,22.5,1799.41,3,17139,United Kingdom
102,62.33333333,29.27,1,14513,United Kingdom
21,53.4,283.48,2,13118,United Kingdom
41,35.14285714,496.24,1,15974,United Kingdom
3,95.66666667,138.3,0,17830,United Kingdom
290,0,21.16,1,12565,Saudi Arabia
240,24.5,115.1,0,12582,Finland
185,34.66666667,183.48,2,14231,United Kingdom
32,42.83333333,188.08,2,17867,United Kingdom
79,70.33333333,175.69,0,14880,United Kingdom
52,119,118.35,0,15121,United Kingdom
290,0,35.7,0,17117,United Kingdom
290,0,113.85,0,12945,United Kingdom
290,0,71.4,0,18056,United Kingdom
290,0,193.19,0,16072,United Kingdom
199,45,281.42,1,16838,United Kingdom
290,0,61.58,0,15543,United Kingdom
290,0,31.77,0,13751,United Kingdom
40,124.5,73.7,0,15847,United Kingdom
97,63.66666667,181.35,0,13851,United Kingdom
290,0,194.07,1,13501,Switzerland
60,57,324.35,1,12633,Germany
289,0,112.9,1,13345,United Kingdom
4,35.375,388.54,2,13870,United Kingdom
18,90,100.82,1,17034,United Kingdom
6,17.5,471.1,3,16592,United Kingdom
11,55.4,194.34,0,15712,United Kingdom
11,69.25,580.88,1,13362,United Kingdom
13,137.5,208.07,0,14470,United Kingdom
79,52,70.47,0,17388,United Kingdom
38,41.33333333,147.76,1,16841,United Kingdom
289,0,62.8,0,13753,United Kingdom
62,75.66666667,44.9,0,13666,United Kingdom
289,0,33.35,0,12361,Belgium
166,61,59.82,0,14481,United Kingdom
68,110.5,46.1,0,13792,United Kingdom
27,36.85714286,343.84,2,17663,United Kingdom
289,0,41.32,0,13973,United Kingdom
46,121.5,158.85,0,15990,United Kingdom
277,5.5,103.17,0,13493,Switzerland
287,0,52.34,1,13684,United Kingdom
270,8.5,49.4,0,13261,United Kingdom
287,0,25.6,1,16598,United Kingdom
80,103.5,22.75,1,14147,United Kingdom
10,138,151.73,1,15951,United Kingdom
20,33,331.55,3,13971,United Kingdom
17,54,378,0,17516,United Kingdom
7,39.57142857,142.22,4,13630,United Kingdom
21,132.5,105.48,1,14157,United Kingdom
38,49.4,238.48,1,13636,United Kingdom
14,38.42857143,650.65,2,13610,United Kingdom
114,34.2,114.5,1,14745,United Kingdom
65,110.5,78.27,3,12781,Czech Republic
286,0,166.13,0,14036,United Kingdom
18,44.66666667,487.41,3,16057,United Kingdom
203,41.5,37.55,1,15724,United Kingdom
73,106.5,164.4,0,12458,Switzerland
11,34,375.22,1,12598,France
153,66.5,47.57,0,13675,United Kingdom
28,32,498.57,5,14227,United Kingdom
17,44.5,25.66,0,16668,United Kingdom
70,108,189.82,0,16667,United Kingdom
10,38.85714286,60.03,0,13509,United Kingdom
65,31.14285714,707.69,2,15874,United Kingdom
33,16.33333333,639.11,2,16187,United Kingdom
286,0,105.15,0,16339,United Kingdom
286,0,38.95,0,12509,France
286,0,7.57,0,14046,United Kingdom
40,122.5,115.73,0,13292,United Kingdom
265,10.5,13.4,0,16427,United Kingdom
3,11.7826087,3126.45,6,14056,United Kingdom
47,59.5,207.33,0,15656,United Kingdom
262,7.333333333,127.8,0,12811,Portugal
63,111,94.18,1,16518,United Kingdom
286,0,30.67,0,17165,United Kingdom
62,111.5,104.93,1,17462,United Kingdom
207,39,88.98,1,14620,United Kingdom
199,28.66666667,257.41,1,14740,United Kingdom
75,69.66666667,25.5,1,16462,United Kingdom
28,28.33333333,1360.46,3,12428,Finland
285,0,4.95,0,16078,United Kingdom
11,45.5,302.11,0,16915,United Kingdom
20,88,645.56,2,15676,United Kingdom
285,0,14.49,0,15709,United Kingdom
68,26.625,207.02,1,15241,United Kingdom
26,86.33333333,280.58,1,12933,United Kingdom
217,34,139.83,0,15092,United Kingdom
60,55.75,192.2,5,12679,France
285,0,51.86,0,15319,United Kingdom
21,132,183.19,1,16212,United Kingdom
285,0,216.7,1,15257,United Kingdom
171,57,221.48,0,14656,United Kingdom
9,55,210.25,1,13884,United Kingdom
285,0,114.81,0,12866,Belgium
285,0,98.05,1,13166,United Kingdom
55,57,94.47,1,16389,United Kingdom
66,54.25,627.2,1,15416,United Kingdom
284,0,43.5,0,15733,United Kingdom
4,22.91666667,301.31,5,16678,United Kingdom
284,0,88.09,0,12834,United Kingdom
133,50.33333333,245.17,1,13722,United Kingdom
83,100,311.54,1,14934,Channel Islands
80,68,259.3,0,15067,United Kingdom
19,52.6,215.83,0,16128,United Kingdom
200,16.4,183.43,0,17770,United Kingdom
45,26.33333333,755.49,7,15622,United Kingdom
76,104,28.75,0,14473,United Kingdom
198,42.5,374.39,1,15104,United Kingdom
194,30,195.79,3,15643,United Kingdom
284,0,48.02,0,16792,United Kingdom
6,69.25,351.33,0,15031,United Kingdom
91,96,79.28,0,15636,United Kingdom
284,0,16.15,0,12873,United Kingdom
284,0,4.15,0,17923,United Kingdom
237,23,63.15,2,16217,United Kingdom
21,65.5,345.44,1,17738,United Kingdom
10,45.5,816.98,1,17426,United Kingdom
241,21,53.27,0,16957,United Kingdom
28,84.66666667,176.52,2,16571,United Kingdom
283,0,16.67,1,14483,United Kingdom
283,0,30.54,0,15087,United Kingdom
86,39,429.7,0,16709,United Kingdom
3,69.5,53.39,2,17856,United Kingdom
6,92,111.97,0,15053,United Kingdom
213,35,37.52,2,18218,United Kingdom
283,0,26.2,0,16159,United Kingdom
283,0,3.37,0,17995,United Kingdom
220,31,198.79,0,17374,United Kingdom
283,0,55.6,0,17789,United Kingdom
31,35.71428571,631.74,2,17416,United Kingdom
27,20.91666667,866.29,6,17652,United Kingdom
180,51,510.14,2,13476,United Kingdom
283,0,48.29,0,12817,Austria
18,132,18.94,0,15393,United Kingdom
12,26.7,572.82,6,13014,United Kingdom
283,0,35.69,0,17508,Greece
97,92.5,118.67,1,13931,United Kingdom
31,83.33333333,188.02,0,12541,Spain
282,0,41.28,0,13382,United Kingdom
53,37.66666667,299.41,1,15220,United Kingdom
282,0,97.79,0,14570,United Kingdom
21,52,180.36,0,14447,United Kingdom
30,126,50.23,0,13557,United Kingdom
199,41,131.92,1,16449,United Kingdom
199,41,63.6,0,12547,Spain
282,0,9.8,0,17325,United Kingdom
40,120.5,158.78,0,14995,United Kingdom
23,129,49.45,0,16414,United Kingdom
27,50.8,104.36,1,15681,United Kingdom
282,0,215.49,0,14670,United Kingdom
83,66,60.46,0,15675,United Kingdom
5,30.22222222,718.5,9,12584,Italy
282,0,19.15,0,17535,United Kingdom
94,37,25.25,1,15400,United Kingdom
23,51.2,980.74,5,14903,United Kingdom
28,83.66666667,380.25,0,14499,United Kingdom
28,50.2,102.98,0,18211,United Kingdom
49,57.25,372.65,0,14504,United Kingdom
6,38.71428571,783.38,0,15572,United Kingdom
35,40.33333333,1397.63,1,17107,United Kingdom
280,0,78.24,0,14247,United Kingdom
279,0,67.35,0,15554,United Kingdom
93,93,42.62,1,14915,United Kingdom
61,72.33333333,98.26,0,16136,United Kingdom
279,0,47.65,0,18280,United Kingdom
279,0,112.2,0,12614,Germany
69,69.66666667,596.01,0,13344,United Kingdom
53,56,133.14,0,16621,United Kingdom
47,46,320.71,0,16225,United Kingdom
32,49,156.83,2,14214,United Kingdom
279,0,31.15,0,14012,United Kingdom
199,26,68.24,1,16356,United Kingdom
279,0,69.45,0,17654,United Kingdom
82,65.33333333,132.95,0,15026,United Kingdom
279,0,49.05,0,16517,United Kingdom
202,38,222.48,0,14817,United Kingdom
52,56.5,282.35,0,17092,United Kingdom
10,38,710.33,1,16242,United Kingdom
279,0,32.13,0,15869,United Kingdom
6,90.66666667,301.9,0,17817,United Kingdom
278,0,23.56,0,15234,United Kingdom
90,31.33333333,510.6,4,15764,United Kingdom
48,76.66666667,62.13,0,15806,United Kingdom
51,56.5,246.2,0,15819,United Kingdom
278,0,13.27,2,14586,United Kingdom
278,0,30.5,0,15944,United Kingdom
47,32.85714286,369.87,0,13340,United Kingdom
278,0,34.86,0,16917,United Kingdom
109,28,259.24,3,14407,United Kingdom
81,49,349.84,1,13908,United Kingdom
118,79.5,164.96,0,12758,Portugal
33,40.33333333,742.05,1,13975,United Kingdom
3,39.14285714,1265.42,0,14730,United Kingdom
278,0,47.32,0,12623,Germany
10,16.375,1664.08,3,14367,United Kingdom
62,71.33333333,516.67,0,13373,United Kingdom
11,26.2,1327.62,0,16712,United Kingdom
278,0,38.6,0,17639,United Kingdom
4,27,776.24,0,16426,United Kingdom
5,90.66666667,312.16,0,16495,United Kingdom
18,64.25,145.36,0,14336,United Kingdom
25,41.66666667,304.54,1,14507,United Kingdom
54,74.33333333,305.47,0,12759,Netherlands
4,30,1248.82,2,17049,United Kingdom
12,66.25,24.15,0,15206,United Kingdom
112,55,46.98,0,14013,United Kingdom
158,59,108.66,0,14645,United Kingdom
95,91,120.84,0,15071,United Kingdom
24,35.85714286,401.65,5,14112,United Kingdom
3,54.2,27.03,3,13026,United Kingdom
277,0,230.8,0,12881,United Kingdom
14,87.33333333,184.08,0,17864,United Kingdom
35,30,1339.19,1,14936,Channel Islands
277,0,117.75,0,17138,United Kingdom
129,49.33333333,215.43,1,16572,United Kingdom
277,0,80.94,0,14165,United Kingdom
59,54.25,280.55,1,15367,United Kingdom
3,27.2,614.51,1,14291,United Kingdom
17,32,450.22,2,15632,United Kingdom
19,64,145.2,2,14297,United Kingdom
18,129,57.59,0,13899,United Kingdom
276,0,29.85,0,16471,United Kingdom
229,23.5,129.66,4,18183,United Kingdom
276,0,3.3,0,14603,United Kingdom
88,46.5,83.88,0,18173,United Kingdom
80,27.71428571,374.93,1,14854,United Kingdom
276,0,62.96,0,16625,United Kingdom
31,48.6,126.4,2,14064,United Kingdom
276,0,76.64,1,15308,United Kingdom
276,0,10.36,0,18086,United Kingdom
276,0,41.16,1,14350,United Kingdom
110,55,532.86,0,14930,Channel Islands
83,96,17.92,1,16080,United Kingdom
276,0,70.84,0,14727,United Kingdom
76,99.5,37.84,0,16778,United Kingdom
42,46.2,111.97,0,14077,United Kingdom
101,87.5,53.64,0,16808,United Kingdom
90,46,143.1,0,16475,United Kingdom
55,43.8,215.91,0,13265,United Kingdom
81,38.6,499.84,1,12520,Germany
275,0,5.49,0,15049,United Kingdom
52,74,44.04,0,18149,United Kingdom
45,38.16666667,419.43,0,13654,United Kingdom
60,30.28571429,467.98,4,16652,United Kingdom
275,0,96.4,0,16766,United Kingdom
165,27,454.42,1,16801,United Kingdom
34,34,358.32,1,17164,United Kingdom
275,0,43.39,0,13226,United Kingdom
275,0,73.84,1,13043,United Kingdom
159,28.75,181.7,0,14352,United Kingdom
38,78.66666667,154.59,0,17351,United Kingdom
49,74.33333333,217.51,2,16768,United Kingdom
70,101.5,260.99,0,16693,United Kingdom
7,52.8,520.25,0,13956,United Kingdom
273,0,104.93,0,13708,United Kingdom
192,40,100.57,0,15918,United Kingdom
20,35.57142857,188.47,3,15671,United Kingdom
272,0,32.7,0,14962,United Kingdom
144,42.66666667,172.2,0,16807,United Kingdom
27,16.2,430.14,8,15125,United Kingdom
24,41.33333333,473.65,1,16871,United Kingdom
10,8.892857143,170.1,8,12901,United Kingdom
261,5.5,590,0,13452,United Kingdom
34,47.2,1319.29,2,15493,United Kingdom
14,64.5,517.44,0,16005,United Kingdom
272,0,20.63,0,15388,Canada
25,82.33333333,192.85,0,16804,United Kingdom
19,50,89.53,2,13499,United Kingdom
271,0,49.94,0,15047,United Kingdom
